"327","YY Lam notes
","9"
"328","DSE+CE+AS+AL Math Suggested Solution","11"
"329","DSE+CE+AS 通識教育 參考答案","12"
"330","YY Lam 林場必備 2015","9"
"331","遙遠的親密關係","2"
"332","踏過戀人的界線","1"
"333","或許，我們只是剛好遇上","1"
"334","寂寞本是無罪","1"
"335","穿越時空的愛戀","1"
"336","別說，愛不起","1"
"337","偵探伽利略","1"
"338","一段愛情，兩個人成長","1"
"339","一切歸零","1"
"340","Chem CE paper by year","17"
"341","品詩經","1"
"342","都什麼時候了","1"
"343","清書 漫畫 
名偵探柯南1-43","4"
"344","清書 漫畫 
金田一少年之事件簿1-27","4"
"345","The English Patient","1"
"346","A Test of Time","1"
"349","平壤水族館","1"
"350","Eat Pray Love","1"
"353","公關專家不教你的談判術","6"
"355","帶著去公主病去旅行","8"
"356","知事通鑑","9"
"357","Pilot NSS English language
Summer review","10"
"358","啟思新高中中國語文語文學習手冊","9"
"359","中國琵琶考級曲集","2"
"360","ICT 多項選擇題","23"
"361","中文新詞典","9"
"369","Joint us數學科題解(中文版)
2017新版 ","11"
"370","高中中國語文科文言文應試練習
第五冊","9"
"371","2017新版 Joint us 地理課歷年題解(中文版)","11"
"374","文言文卷一應試練習 第一冊包答案","9"
"375","Conventional Questions Compulsory Part Book2","11"
"376","YYLam2015 說話誌 中外 文言 臨場必備","9"
"377","遵理MichaelG Econ 練習（每課題分冊）連答案","21"
"378","紅十字急救手冊連急救包","3"
"379","Mathematics past paper answer 2015 vers.","11"
"380","Developing Skills Anthology Set B","10"
"381","啟思初中文言讀本","9"
"384","Lean in Sheryl Sandburg","6"
"385","Steve Jobs: Walter Issacson","6"
"386","Onward","6"
"387","The Google story","5"
"388","Starbucked - Taylor Clark","3"
"389","紅樓夢","1"
"390","封神演義","1"
"391","東周列國志","1"
"392","西遊記","1"
"393","儒林外史","1"
"394","水滸傳","1"
"396","最後一分鐘 數學 必修部分","11"
"406","加勒比海盜  魔導王終極之戰","1"
"408","150種快速完成早餐","3"
"410","快樂成長夢飛翔","1"
"411","三色貓畢業論文","1"
"412","吸血的新娘","1"
"413","三色貓連環兇案","1"
"414","三色貓旋轉舞台","1"
"415","三色貓冬天","1"
"416","三姊妹月朦朧","1"
"417","500卡美味瘦身輕食","3"
"418","Rita PMP Exam Prep Eighth Edition-updates","8"
"419","Fundamentals of Electronic Circuits Fourth Ed. ","23"
"420","沒搭上車的女人","1"
"421","新視野通識教育 - 現代中國","12"
"422","高中通識新領域","12"
"423","新視野通識教育 - 今日香港 下","12"
"424","新視野通識教育綜合版 - 公共衛生","12"
"425","遇見你之前","1"
"426","English story books for kids ","10"
"427","Story books for kids (level 3)","10"
"428","Story books for kids (level 4)","41"
"429","Story books for kids (level 5)","41"
"430","Story books for kids (level 6)","41"
"431","旅遊王系列 新加坡","3"
"432","新高中  數學與生活  (必修部分)  第二版  
4B","11"
"433","Jamie’s 30 Minute Meals","3"
"436","別相信任何人（Before I Go To Sleep）","1"
"437","Grammar Primary 6","41"
"438","Handy Guide for the Elective modules","10"
"439","Maths in focus Graded Consolidation Exercise Book A B C D E","11"
"440","Developing Skills Anthology for Senior Secondary Set A","10"
"441","不存在的女兒（The Memory Keepers Daughter）","1"
"443","Maths in Focus HKDSE Exam Preparation Book Book C D","11"
"444","Grammar Primary 4","41"
"445","HKDSE Maths MC Questions Compulsory Part 連答案","11"
"446","新高中  數學與生活  (必修部分)  第二版
5B","11"
"447","DSE Conventional Questions Compulsory Part Book1 連答案","11"
"448","清屋大平賣 YY Lam 201415年全年+暑期班補習Notes 包所有練習","9"
"449","遵理MG HKDSE Econ 精讀書全冊送練習","21"
"450","我的低能旅行","1"
"451","新世代數學(第二版)5A","11"
"452","公主河的秘密","7"
"453","傻妹一家囧爆事","1"
"454","彎家有娘初長成","1"
"455","新高中資訊及通訊科技 必修部分3","23"
"456","醫戀有情人","1"
"457","新高中資訊及通訊科技 必修部分 2","23"
"458","懶鬼OL日誌","1"
"459","怎樣呼吸就有怎樣的睡眠","6"
"460","求医不如求己","6"
"461","何必愁眉苦臉","1"
"462","我的低能大肚之道","4"
"463","Before I Go to Sleep","1"
"464","可不可以不要鐵飯碗","4"
"465","拒愛單身漢","1"
"466","愛是你的傳奇","1"
"467","三萬呎高空上的喝采聲","1"
"468","我們都是這樣彎大的 ","4"
"469","我的低能之路","4"
"470","我的低能湊B之道","4"
"471","爆笑男女","1"
"473","暗黑醫院","1"
"474","English Exercises for Brilliancy 2","10"
"475","Mathematics Exercises for Brilliancy 1","11"
"476","Mathematics Exercises for Brilliancy 2","42"
"477","筆記勝經","3"
"478","Maths for Junior form students - New Algebra 1","11"
"479","文言文導讀 （初中卷一）","9"
"480","中生必背古詩文50篇","9"
"481","老子 莊子 選讀","9"
"482","Economic note, exercise and exam guide for HKDSE ","21"
"483","5**狀元必備手冊","8"
"484","新焦點高中通識教育: 全球化","12"
"490","《THIS IS NOT A BOOK》系列-文憑試數學精讀本","11"
"491","新標準通識教育—— 2013更新版：公共衛生","12"
"492","最後一分鐘---中國語文","9"
"496","Barrons TOFEL iBT","10"
"497","Management 12th Edition Global Edition","36"
"498","Advanced Financial Reporting: A Complete Guide to IFRS","22"
"499","Auditing &amp; Assurance Services 3rd International Edition","22"
"500","How to Master Skills for the TOFEL iBT Advanced","10"
"501","New Century Mathematics 1A","11"
"502","26週學好英文5B","41"
"503","New Century Mathematics 1B","11"
"504","New Century Mathematics 2A","11"
"505","New Century Mathematics 2B","11"
"506","New Century Mathematics 3A","11"
"507","New Century Mathematics 3B","11"
"508","NSS Mathematics in Action Module 1 
(Extended Part)","11"
"509","新高中綜合中國語文必修部分 第一冊","9"
"510","Personal Development and Interpersonal Relationships","12"
"511","Liberal Studies in Life for Senior Forms 2
Hong Kong Today","12"
"512","新高中綜合中國語文必修部分 第二冊","9"
"513","HKDSE Chemistry - A Modern View
Planet Earth 1A","17"
"514","HKDSE Chemistry - A Modern View
Microscopic World I","17"
"515","HKDSE Chemistry - A Modern View
Metals 1C","17"
"518","New Trend in Music Book 1 (連workbook)","26"
"519","儘管說愛我1-4(有本冇左書套)","4"
"520","New Century Geography Map Reading","25"
"521","蜜x蜜1-8","4"
"522","Longman Reading Anthology 4","10"
"523","Longman Reading Anthology 2","10"
"524","New Trend Mathematics S3A","11"
"525","New Trend Mathematics S3B","11"
"526","唐山大地震","1"
"530","如果這世界貓消失了","1"
"532","Last Minute English Language HKDSE","10"
"533","高中通識新領域6  能源科技與環境","12"
"536","中國語文一分鐘  文言文","9"
"537","最後一分鐘  企業會計與財務概論","22"
"539","新世代數學第二版5B","11"
"540","最後一分鐘  企業會計與財經概論  必修部分","22"
"541","新世代數學第二版5A","11"
"542","新高中基礎生物學3(第二版)","18"
"543","啟思新高中中國語文第三册 (第二版)","9"
"544","啟思新高中中國語文第四册 (第二版)","9"
"545","高中新思維通識單元二 ：今日香港(第二版)","12"
"546","高中新思維通識單元三：現代中國(第二版)","12"
"547","Developing Skill for HKDSE-Paper 3 Book 5(Set A)(2015Ed.)","10"
"548","Developing Skills for HKDSE-Paper 1&amp;2 (Set A) 2015 Ed.","10"
"549","New Integrated Complete Practice Papers for HKDSE 2012 Ed.","10"
"551","Practice and Progress in the HKDSE Vol.2(Revised Ed.)","10"
"552","死神首曲2","1"
"554","死神首曲1","1"
"555","YY Lam 中外+古今例子集成, 文言詞釋集","9"
"556","作文手冊","9"
"557","Aristo Chemistry Examination Survival Guide Book 1,2,3,7","17"
"558","Aristo Chem MC &amp; Structured Q Bk 5 (with solution)","17"
"560","Pan Lloyds HKDSE Math MCQ (with Solution Guide)","11"
"561","名創教育 DSE 中國語文 應試全攻略 5","9"
"562","Joint-us 文憑試 卷一文言文應試練習 第五冊","9"
"563","DSE 高中閱讀理解精進篇","9"
"564","Solar Physics MCQ(2nd Edition) Book1,2","16"
"565","Solar Physics MCQ Book4C （Energy and Use of Energy)","16"
"566","Solar Physics MCQ Book1-3 (with solution booklet)","16"
"567","Solar Chem MCQ Book1-2 (with solution booklet)","17"
"568","Oxford Physics Level Up Ex Bk A-C (With Solution Manual)","16"
"569","Ling Kee Mini School Atlas","8"
"571","Preparation for the HKDSE English","10"
"574","中國歷史3","14"
"575","中國歷史","14"
"577","投考公務員能力傾向測試解題天書","6"
"579","數學新思維 1A 
拔尖.補底.強化練習","11"
"581","數學新思維 1B
拔尖.補底.強化練習","11"
"582","VA Appreciation 1 western painting","28"
"584","Approach to music 2 ","26"
"585","最後的房子","1"
"586","贖罪","1"
"588","別相信任何人","1"
"590","Mastering Science 3B Oxford 原價109","20"
"591","Mastering Science 3A Oxford 原價109","20"
"592","Mastering Science 3C Oxford 原價109","20"
"593","啟思中國語文第四版中三下","9"
"594","啟思中國語文第四版中三上","9"
"595","Mathematics in Focus 2B 分册版","11"
"597","中國史遊蹤3甲下 + 全新作業","14"
"599","Mathematics in Focus 2A 分册版","11"
"600","Longman Activate JS3A","10"
"601","中國史遊蹤3甲上+做過作業","14"
"603","基礎綜合中國語文中三上冊培生","9"
"605","Longman Activate JS3B","10"
"607","雲海香港異譚系列","8"
"608","各種心理學","6"
"609","外國翻譯小說","1"
"610","內地簡體智慧書","6"
"612","職場心理學","6"
"613","幸福就在身邊","1"
"614","寄小讀者","1"
"615","全球議題72詞","6"
"616","男人那些心機，女人那些心計","6"
"617","香港政制常識解難101","6"
"618","說好普通話中二","8"
"619","Aristo chemistry 1A","17"
"620","Aristo chemistry 1B","17"
"623","Junior technology and living intergrated edition HE","32"
"624","Mastering science 2B IS","20"
"625","說好普通話中三","8"
"626","新簡明中國史三下","14"
"627","新簡明中國史 3上","14"
"628","Maths workbook 2A 2B","11"
"629","Ict theme A office applications","23"
"630","Maths workbook 1A 1B","11"
"631","Maths workbook 3A 3B","11"
"632","Mastering science 2A","8"
"633","聖經伴我行第二冊","8"
"634","41 Stories by O.Henry","1"
"635","A short course in calculus and matrices","11"
"636","Cambridge English Grammar in Use","8"
"637","English Vocabulary in Use Advanced ","10"
"638","數學新思維 M2A冊 延伸部分(單元二)","11"
"639","互動地理1-6","25"
"641","新編生物學1及2上","18"
"646","那夜凌晨, 我坐上了旺角開往大埔的紅van 上下","1"
"647","通識 雅樂新高中 ","12"
"648","通識 新視野","12"
"649","通識 新思維","12"
"650","尋寶記1-11","7"
"651","商務新詞典","1"
"652","全職操盤──輕鬆學懂全自動程式交易工具","5"
"653","暗黑醫師","1"
"655","Effective Exam Practice for Biology Bk1(with answer key)","18"
"656","Getting 5** in 9 weeks Biology ","18"
"657","小學工具書","9"
"660","初中文言文特訓秘笈（初高中銜接版）","9"
"661","企會財  模擬試卷  必修部分","22"
"662","數學新思維 a-e冊(冇左b冊)","11"
"663","歷史大冒險","4"
"666","圖解中國史","6"
"667","中學四年級，數學科4A （英文版）","11"
"668","牛津/勤達  數學系列  暑期練習  中二升中三","11"
"669","中學四年級，數學科4B （英文版）","11"
"670","牛津/勤達數學系列  新世代數學 必修部分 4A","11"
"671","牛津/勤達系列  新世代數學  必修部分  4B","11"
"672","牛津/勤達數學系列  新世代數學  必修部分  5A","11"
"673","牛津/勤達數學系列  新世代數學  必修部分  5B","11"
"674","圖說戰國武將","8"
"675","一堆現代舊中文書","9"
"676","讀心術","8"
"677","高年級經濟書 價錢可議","21"
"678","全新中文書一至五冊","9"
"679","第1位最愛","1"
"680","兒童小說又集","1"
"681","Calvin sun intensive notes 包extra skill bks","9"
"683","The adventures of tom sawyer","7"
"684","森之愛情","1"
"685","文言練習","9"
"686","文言練習","9"
"687","Yy notes 多本","9"
"689","Nss physics at works多本","16"
"691","格雷的五十道陰影","1"
"692","援交妹自白","1"
"693","fifty shades of grey","1"
"694","中國名將故事","7"
"695","Babe the sheep pig","7"
"696","三國演義","7"
"697","Around the world in eighty days","7"
"698","A scandal in bohemia","1"
"699","Six ghost stories","1"
"700","小學生繁簡體字對照手冊","7"
"701","有趣的戰爭","7"
"702","沒頭沒腦當上了騎士","1"
"703","Oh!最強的第三者出現了","1"
"704","隊長手冊","8"
"705","Twins 1+1 plus","8"
"706","三國演義","7"
"707","水滸傳","7"
"708","西遊記","7"
"709","Developing skills for HKDSE - Paper 3 (2014 Ed.)","10"
"710","Certificate English Usage (Fifth Edition)","10"
"711","人體使用手冊","3"
"712","New Century Mathematics 6S (Compulsory Part)
","11"
"713","16號公寓","1"
"716","Interactive Geography Comprehensive Assessment 1","25"
"717","Interactive Geography Comprehensive Assessment 2","25"
"718","Interactive Geography Comprehensive Assessment3","25"
"719","雲圖","1"
"720","催眠","1"
"723","姊姊的守護者","1"
"725","暢銷百萬吸血鬼主題小說1-9集","1"
"727","NSS Exploring Econ Mock Exam Paper連答案","21"
"728","9星期摘5**祕笈-中國語文","9"
"729","文言詞釋集 yylam","9"
"737","文言詞釋集yylam 2013","9"
"738","古今例子集成 yylam","9"
"739","林場必備2014 yylam","9"
"740","林埸必備2015 yylam","9"
"744","名著&amp;改編影視作品(SBA)","9"
"745","New Century Maths F4","11"
"747","Turbo Compulsory Part (Accounting)","22"
"750","圖解心理學","6"
"751","社會心理學","6"
"752","袖珍世界地圖集
Mini School Atlas (Fifth Edition) ","25"
"753","中學生必背古詩文  高級 四十篇","9"
"755","宋詞精選","7"
"756"," Life and Society 1, 2, 3

","12"
"757","啟思中文中一上
","9"
"759","啟思中文中一下
","9"
"760","新理念中國歷史第一冊
","9"
"761"," Section A module 1 using urban space wisely","25"
"762","珍惜兩在離别前","1"
"763","那夜凌晨，我坐上了旺角開往大埔的紅van","1"
"764","全新紙綢剪紙","2"
"765","在我們忘記之前
Middle 
原價$88","1"
"766","Intensive Mathematics Form 2","11"
"767","Mathematics for Brilliancy 2","11"
"768","新高中基礎生物學 1B 第二版","18"
"769","雅集新高中通識教育系列 (第二版) 公共衛生","12"
"770","新高中基礎生物學 2 第二版","18"
"771","啟思語文學習手册 第三版","9"
"772","初中中國語文科閱讀理解精進篇","9"
"773","新高中物理與生活 基礎手册","16"
"774","夢想拼圖","6"
"775","福爾摩斯先生收II
莫里亞提的來信","1"
"776","死過一次才學會愛","1"
"777","我十歲，離婚","1"
"782","My Brother Sam Is Dead","1"
"786","Mathematics in Action 6 A","11"
"788","新高中 綜合報導中國語文 
一、二、四冊","9"
"789","Mathematics in Focus Book A to E","11"
"790","現代中國歷史，甲部課程","14"
"791","9成半新Frank Wood 財務會計1","22"
"793","營商環境與管理導論 （第二版）","22"
"794","初中 中國語文 三上&amp; 三下","9"
"795","數學新里程 中三上&amp;下","11"
"796","Developing Skills for HKDSE 2014","10"
"797","Developing Skills for HKDSE 2014  Paper 3","10"
"798","綜合科學 3A 3B 3 C &amp; 溫習錦囊","20"
"799","Performance for HKDSE Papet 4 Speaking","10"
"800","Aristo First 3A 3B 
","10"
"801","University English教科書
","35"
"802","聖經伴我行","31"
"803","聖經伴我行","31"
"804","公務員基本法測試一本通","6"
"805","說話誌 95%新","9"
"806","Exploring Geography
3 The  trouble with water  ","25"
"807","Exploring  Geography  1 Using urban space wisely","25"
"808","Exploring  Geography 2 Food problems ","25"
"809","Interactive Geography  Module 2","25"
"810","Interactive Geography Module 6","25"
"811","Exploring  Geography ","25"
"815","月光下的飛櫻","1"
"816","Dse 英語救命手冊","10"
"817","Accounting Text and Cases","36"
"818","Technology and Innovation Management","36"
"819","Managementt decisions for engineers","36"
"820","Intermediate Accounting &amp; Study Guide Vol.1, 2
Kieso","22"
"821","Longman Elect 1A Textbook &amp; Reading &amp; more","41"
"822","approach to music 1 （2nd edition 2015） &amp; workbook","26"
"823","HKDSE Chemistry A Modern View Book 1A （2014 2nd edition）","17"
"824","全新HKDSE Chemistry A Modern View  Bk 1B （2014 2nd edition）","17"
"827","HKDSE Chemistry A Modern View bk 3A （2014 2nd edition）","17"
"828","HKDSE Chemistry A Modern View （2014 2nd edition）","17"
"829","說好普通話（第三版）核心單元 中一","8"
"832","齡記 新簡明中國史3上","14"
"833","雅集 新歷史旅程第二版3上","27"
"834","香港中學文憑現代化學第二版  1A","17"
"835","啟思中國語文第四版中二上","9"
"836","袖珍世界地圖集 連光碟","6"
"837","三萬呎高空上的阿四任務","3"
"838","空中冇少爺 9年飛真人記","3"
"839","空姐事件簿5 三萬呎高空上的日與夜","3"
"840","空姐手記7 之飛一般旅程","3"
"841","藍天心語 國泰航空","3"
"842","港孩-父母與教師的惡夢","7"
"843","Junior Geography Book 6","25"
"844","Integrated Science Book2A ","20"
"845","啟思中國語文中三下冊","9"
"846","History 3A ","27"
"847","New century Chemistry 1A","17"
"848","啟思生活中國語文 第3版 中三上","9"
"849","中國歷史 3 甲部課程","14"
"850","數學新思維 3A (傳統釘裝)","11"
"851","音樂 第2冊","26"
"852","音樂 第3冊","26"
"853","數學新思維 3A 送練習","11"
"858","數學結構式試題一、二冊共2本","11"
"860","通識教育秘笈共2本，可以只買其一","12"
"861","9星期摘5星秘笈歷史，一本","12"
"862","數學9星期摘5星秘笈一本","11"
"863","歷史資料及論述題上下冊，共2本","27"
"864","啟思新高中中國語文共四冊","9"
"866","台北旅遊全攻略一本","3"
"867","新世代數學5A、5B共2本","11"
"871","數學練習","11"
"876","高中物理教科書全套 送練習","16"
"877","Chinese made easy 輕鬆學漢語","8"
"883","Black cat English readers (level 4 series A)","41"
"884","Solar MCQ 1-4","16"
"885","Black cat english readers (level 4 series B)","41"
"886","Black cat story books with CDs","41"
"892","Interactive Science 2A (2/E) (Reprint with Minor Amendments)","20"
"893","Interactive Science 2B (2/E) (Reprint with Minor Amendments)","20"
"894","HKDSE Grammar","10"
